...1,Prot,Sent,Group,N1,N2,Pred,Code,Sentence,left,right,masked_left,masked_full,need_to_predict,left_bert_is_singular,full_bert_is_singular,left_bert_is_singular_score,left_bert_is_plural_score,full_bert_is_singular_score,full_bert_is_plural_score,verb_correct_delta,verb_correct_delta2
297,2,38,2,P,P,S,S_P-P,Выходы из ситуаций был очевидным для опытного школьного психолога.,Выходы из ситуаций,был очевидным для опытного школьного психолога.,Выходы из ситуаций [MASK],Выходы из ситуаций [MASK] [MASK] для опытного школьного психолога.,был очевидным,FALSE,FALSE,-0.3191867470741272,2.1907176971435547,2.334630966186523,7.3842573165893555,2.509904444217682,2.1907176971435547
299,4,38,2,S,S,S,S_S-S,Выход из ситуации  был очевидным для опытного школьного психолога.,Выход из ситуации,был очевидным для опытного школьного психолога.,Выход из ситуации [MASK],Выход из ситуации [MASK] [MASK] очевидным для опытного школьного психолога.,был очевидным,TRUE,TRUE,3.0492868423461914,-1.504962682723999,9.70340061187744,1.939133048057556,4.55424952507019,3.0492868423461914
301,6,38,2,S,P,S,S_S-P,Выход из ситуаций был очевидным для опытного школьного психолога.,Выход из ситуаций,был очевидным для опытного школьного психолога.,Выход из ситуаций [MASK],Выход из ситуаций [MASK] [MASK] для опытного школьного психолога.,был очевидным,TRUE,TRUE,1.1685692071914673,-1.5520272254943848,7.180256366729736,2.1096835136413574,2.720596432685852,1.1685692071914673
303,8,38,2,P,S,S,S_P-S,Выходы из ситуации был очевидным для опытного школьного психолога.,Выходы из ситуации,был очевидным для опытного школьного психолога.,Выходы из ситуации [MASK],Выходы из ситуации [MASK] [MASK] для опытного школьного психолога.,был очевидным,FALSE,FALSE,0.8331004977226257,3.5362887382507324,2.915581226348877,8.019749641418457,2.7031882405281067,3.5362887382507324
304,1,39,2,P,P,S,S_P-P,Доски для афиш была прибита к ограде маленького театра.,Доски для афиш,была прибита к ограде маленького театра.,Доски для афиш [MASK],Доски для афиш [MASK] [MASK] к ограде маленького театра.,была прибита,FALSE,FALSE,0.3655325770378113,2.244445323944092,5.434001922607422,10.065670013427734,1.8789127469062805,2.244445323944092
306,3,39,2,S,S,S,S_S-S,Доска для афиши была прибита к ограде маленького театра.,Доска для афиши,была прибита к ограде маленького театра.,Доска для афиши [MASK],Доска для афиши [MASK] [MASK] к ограде маленького театра.,была прибита,TRUE,TRUE,1.622414231300354,-1.36474871635437,10.891986846923828,4.576047897338867,2.987162947654724,1.622414231300354
308,5,39,2,S,P,S,S_S-P,Доска для афиш была прибита к ограде маленького театра.,Доска для афиш,была прибита к ограде маленького театра.,Доска для афиш [MASK],Доска для афиш [MASK] [MASK] к ограде маленького театра.,была прибита,TRUE,TRUE,0.9669482111930848,-0.671392560005188,9.91495132446289,4.465717792510986,1.6383407711982727,0.9669482111930848
310,7,39,2,P,S,S,S_P-S,Доски для афиши была прибита к ограде маленького театра.,Доски для афиши,была прибита к ограде маленького театра.,Доски для афиши [MASK],Доски для афиши [MASK] [MASK] к ограде маленького театра.,была прибита,FALSE,FALSE,0.6336801648139954,2.579747200012207,5.767221450805664,10.878868103027344,1.9460670351982117,2.579747200012207
313,2,40,2,S,S,S,S_S-S,Задержка из-за наводнения была пугающей из-за отсутствия достоверной информации.,Задержка из-за наводнения,была пугающей из-за отсутствия достоверной информации.,Задержка из-за наводнения [MASK],Задержка из-за наводнения [MASK] [MASK] из-за отсутствия достоверной информации.,была пугающей,TRUE,TRUE,5.264426231384277,-1.615108847618103,13.128128051757813,5.729690074920654,6.87953507900238,5.264426231384277
315,4,40,2,S,P,S,S_S-P,Задержка из-за наводнений была пугающей из-за отсутствия достоверной информации.,Задержка из-за наводнений,была пугающей из-за отсутствия достоверной информации.,Задержка из-за наводнений [MASK],Задержка из-за наводнений [MASK] [MASK] из-за отсутствия достоверной информации.,была пугающей,TRUE,TRUE,5.623329162597656,-1.1843410730361938,12.946292877197266,6.1045732498168945,6.80767023563385,5.623329162597656
317,6,40,2,P,S,S,S_P-S,Задержки из-за наводнения была пугающей из-за отсутствия достоверной информации.,Задержки из-за наводнения,была пугающей из-за отсутствия достоверной информации.,Задержки из-за наводнения [MASK],Задержки из-за наводнения [MASK] [MASK] из-за отсутствия достоверной информации.,была пугающей,FALSE,FALSE,1.5460009574890137,5.676010608673096,6.9111223220825195,12.378661155700684,4.130009651184082,5.676010608673096
319,8,40,2,P,P,S,S_P-P,Задержки из-за наводнений была пугающей из-за отсутствия достоверной информации.,Задержки из-за наводнений,была пугающей из-за отсутствия достоверной информации.,Задержки из-за наводнений [MASK],Задержки из-за наводнений [MASK] [MASK] из-за отсутствия достоверной информации.,была пугающей,FALSE,FALSE,2.036559581756592,6.598061561584473,6.687413215637207,12.21849250793457,4.561501979827881,6.598061561584473
320,1,41,2,S,S,S,S_S-S,Зал для заседания был громадным по масштабам небольшого городка.,Зал для заседания,был громадным по масштабам небольшого городка.,Зал для заседания [MASK],Зал для заседания [MASK] [MASK] по масштабам небольшого городка.,был громадным,TRUE,TRUE,3.232027053833008,0.6527217626571655,9.0030975341796875,2.209585189819336,2.5793052911758423,3.232027053833008
322,3,41,2,S,P,S,S_S-P,Зал для заседаний был громадным по масштабам небольшого городка.,Зал для заседаний,был громадным по масштабам небольшого городка.,Зал для заседаний [MASK],Зал для заседаний [MASK] [MASK] по масштабам небольшого городка.,был громадным,TRUE,TRUE,2.4560611248016357,0.5512833595275879,8.91862964630127,1.954140543937683,1.9047777652740479,2.4560611248016357
324,5,41,2,P,S,S,S_P-S,Залы для заседания был громадным по масштабам небольшого городка.,Залы для заседания,был громадным по масштабам небольшого городка.,Залы для заседания [MASK],Залы для заседания [MASK] [MASK] по масштабам небольшого городка.,был громадным,FALSE,FALSE,0.814642608165741,4.430897235870361,4.142170429229736,8.929622650146484,3.6162546277046204,4.430897235870361
326,7,41,2,P,P,S,S_P-P,Залы для заседаний был громадным по масштабам небольшого городка.,Залы для заседаний,был громадным по масштабам небольшого городка.,Залы для заседаний [MASK],Залы для заседаний [MASK] [MASK] по масштабам небольшого городка.,был громадным,FALSE,FALSE,1.031883955001831,4.254831790924072,3.5332562923431396,8.715291976928711,3.222947835922241,4.254831790924072
329,2,42,2,S,P,S,S_S-P,Запчасть для иномарок была старой по меркам современного автовладельца.,Запчасть для иномарок,была старой по меркам современного автовладельца.,Запчасть для иномарок [MASK],Запчасть для иномарок [MASK] [MASK] по меркам современного автовладельца.,была старой,TRUE,TRUE,2.147533416748047,0.31080150604248047,7.451515197753906,2.5952320098876953,1.8367319107055664,2.147533416748047
331,4,42,2,P,S,S,S_P-S,Запчасти для иномарки была старой по меркам современного автовладельца.,Запчасти для иномарки,была старой по меркам современного автовладельца.,Запчасти для иномарки [MASK],Запчасти для иномарки [MASK] [MASK] по меркам современного автовладельца.,была старой,FALSE,FALSE,1.5954022407531738,3.124173641204834,3.262364625930786,8.416848182678223,1.5287714004516602,3.124173641204834
333,6,42,2,P,P,S,S_P-P,Запчасти для иномарок была старой по меркам современного автовладельца.,Запчасти для иномарок,была старой по меркам современного автовладельца.,Запчасти для иномарок [MASK],Запчасти для иномарок [MASK] [MASK] по меркам современного автовладельца.,была старой,FALSE,FALSE,1.281172513961792,3.0355324745178223,2.3413844108581543,7.78779935836792,1.7543599605560303,3.0355324745178223
335,8,42,2,S,S,S,S_S-S,Запчасть для иномарки была старой по меркам современного автовладельца.,Запчасть для иномарки,была старой по меркам современного автовладельца.,Запчасть для иномарки [MASK],Запчасть для иномарки [MASK] [MASK] по меркам современного автовладельца.,была старой,TRUE,TRUE,1.0070040225982666,-1.6265382766723633,7.971674919128418,2.020565986633301,2.63354229927063,1.0070040225982666
336,1,43,2,S,P,S,S_S-P,Исключение из правил было выписано на аккуратно свернутую шпаргалку.,Исключение из правил,было выписано на аккуратно свернутую шпаргалку.,Исключение из правил [MASK],Исключение из правил [MASK] [MASK] на аккуратно свернутую шпаргалку.,было выписано,TRUE,TRUE,6.579218864440918,2.357541084289551,9.322213172912598,3.392250061035156,4.221677780151367,6.579218864440918
338,3,43,2,P,S,S,S_P-S,Исключения из правила было выписано на аккуратно свернутую шпаргалку.,Исключения из правила,было выписано на аккуратно свернутую шпаргалку.,Исключения из правила [MASK],Исключения из правила [MASK] [MASK] на аккуратно свернутую шпаргалку.,было выписано,FALSE,FALSE,1.816011905670166,4.924122333526611,5.304792881011963,8.16080379486084,3.1081104278564453,4.924122333526611
340,5,43,2,P,P,S,S_P-P,Исключения из правил было выписано на аккуратно свернутую шпаргалку.,Исключения из правил,было выписано на аккуратно свернутую шпаргалку.,Исключения из правил [MASK],Исключения из правил [MASK] [MASK] на аккуратно свернутую шпаргалку.,было выписано,FALSE,FALSE,1.7156915664672852,4.582536220550537,5.735535621643066,8.7390899658203125,2.866844654083252,4.582536220550537
342,7,43,2,S,S,S,S_S-S,Исключение из правила было выписано на аккуратно свернутую шпаргалку.,Исключение из правила,было выписано на аккуратно свернутую шпаргалку.,Исключение из правила [MASK],Исключение из правила [MASK] [MASK] на аккуратно свернутую шпаргалку.,было выписано,TRUE,TRUE,6.478120803833008,2.0637197494506836,9.233683586120604,2.603890895843506,4.414401054382324,6.478120803833008
345,2,44,2,P,S,S,S_P-S,Истерики из-за оценки была бурной по мнению родителей девочки.,Истерики из-за оценки,была бурной по мнению родителей девочки.,Истерики из-за оценки [MASK],Истерики из-за оценки [MASK] [MASK] по мнению родителей девочки.,была бурной,FALSE,FALSE,2.2843503952026367,2.853257656097412,5.783039093017578,6.950679779052734,0.5689072608947754,2.853257656097412
347,4,44,2,P,P,S,S_P-P,Истерики из-за оценок была бурной по мнению родителей девочки.,Истерики из-за оценок,была бурной по мнению родителей девочки.,Истерики из-за оценок [MASK],Истерики из-за оценок [MASK] [MASK] по мнению родителей девочки.,была бурной,FALSE,FALSE,2.576143741607666,3.793822765350342,5.31785249710083,9.01579475402832,1.2176790237426758,3.793822765350342
349,6,44,2,S,S,S,S_S-S,Истерика из-за оценки была бурной по мнению родителей девочки.,Истерика из-за оценки,была бурной по мнению родителей девочки.,Истерика из-за оценки [MASK],Истерика из-за оценки [MASK] [MASK] по мнению родителей девочки.,была бурной,TRUE,TRUE,3.3354434967041016,1.7552059888839722,5.773560523986816,3.9063897132873535,1.5802375078201294,3.3354434967041016
351,8,44,2,S,P,S,S_S-P,Истерика из-за оценок была бурной по мнению родителей девочки.,Истерика из-за оценок,была бурной по мнению родителей девочки.,Истерика из-за оценок [MASK],Истерика из-за оценок [MASK] [MASK] по мнению родителей девочки.,была бурной,TRUE,TRUE,3.754061460494995,2.220539093017578,7.23383903503418,5.997355937957764,1.533522367477417,3.754061460494995
352,1,45,2,P,S,S,S_P-S,Камни для ограды был завезен с лучшей итальянской каменоломни.,Камни для ограды,был завезен с лучшей итальянской каменоломни.,Камни для ограды [MASK],Камни для ограды [MASK] [MASK] с лучшей итальянской каменоломни.,был завезен,FALSE,FALSE,0.3500608205795288,1.6077901124954224,5.806534767150879,10.932432174682615,1.2577292919158936,1.6077901124954224
354,3,45,2,P,P,S,S_P-P,Камни для оград был завезен с лучшей итальянской каменоломни.,Камни для оград,был завезен с лучшей итальянской каменоломни.,Камни для оград [MASK],Камни для оград [MASK] [MASK] с лучшей итальянской каменоломни.,был завезен,FALSE,FALSE,-0.00158894062042236,2.1287455558776855,5.952415943145752,10.965405464172363,2.130334496498108,2.1287455558776855
356,5,45,2,S,S,S,S_S-S,Камень для ограды  был завезен с лучшей итальянской каменоломни.,Камень для ограды,был завезен с лучшей итальянской каменоломни.,Камень для ограды [MASK],Камень для ограды [MASK] [MASK] завезен с лучшей итальянской каменоломни.,был завезен,TRUE,TRUE,0.8484033346176147,-1.6931458711624146,9.008382797241213,3.805884838104248,2.5415492057800293,0.8484033346176147
358,7,45,2,S,P,S,S_S-P,Камень для оград был завезен с лучшей итальянской каменоломни.,Камень для оград,был завезен с лучшей итальянской каменоломни.,Камень для оград [MASK],Камень для оград [MASK] [MASK] с лучшей итальянской каменоломни.,был завезен,TRUE,TRUE,1.7070081233978271,-1.4036954641342163,10.662042617797852,6.434574604034424,3.1107035875320435,1.7070081233978271
361,2,46,2,P,P,S,S_P-P,Кирпичи для дач был привезен со склада бракованной продукции.,Кирпичи для дач,был привезен со склада бракованной продукции.,Кирпичи для дач [MASK],Кирпичи для дач [MASK] [MASK] со склада бракованной продукции.,был привезен,FALSE,FALSE,0.29205840826034546,2.7651424407958984,6.8287200927734375,10.787129402160645,2.473084032535553,2.7651424407958984
363,4,46,2,S,S,S,S_S-S,Кирпич для дачи был привезен со склада бракованной продукции.,Кирпич для дачи,был привезен со склада бракованной продукции.,Кирпич для дачи [MASK],Кирпич для дачи [MASK] [MASK] со склада бракованной продукции.,был привезен,TRUE,TRUE,0.9006220102310181,-1.3960556983947754,10.361611366271973,6.638462543487549,2.2966777086257935,0.9006220102310181
365,6,46,2,S,P,S,S_S-P,Кирпич для дач был привезен со склада бракованной продукции.,Кирпич для дач,был привезен со склада бракованной продукции.,Кирпич для дач [MASK],Кирпич для дач [MASK] [MASK] со склада бракованной продукции.,был привезен,TRUE,TRUE,3.447007179260254,0.10927876830101012,11.09416675567627,6.380625247955322,3.3377284109592438,3.447007179260254
367,8,46,2,P,S,S,S_P-S,Кирпичи для дачи был привезен со склада бракованной продукции.,Кирпичи для дачи,был привезен со склада бракованной продукции.,Кирпичи для дачи [MASK],Кирпичи для дачи [MASK] [MASK] со склада бракованной продукции.,был привезен,FALSE,FALSE,-0.3741150498390198,0.960350751876831,6.728158950805664,10.890303611755373,1.3344658017158508,0.960350751876831
368,1,47,2,P,P,S,S_P-P,Ключи от шкатулок был ржавым из-за высокой влажности воздуха.,Ключи от шкатулок,был ржавым из-за высокой влажности воздуха.,Ключи от шкатулок [MASK],Ключи от шкатулок [MASK] [MASK] из-за высокой влажности воздуха.,был ржавым,FALSE,FALSE,-2.027675151824951,-0.7055627107620239,5.076514720916748,9.92487621307373,1.3221124410629272,-0.7055627107620239
370,3,47,2,S,S,S,S_S-S,Ключ от шкатулки был ржавым из-за высокой влажности воздуха.,Ключ от шкатулки,был ржавым из-за высокой влажности воздуха.,Ключ от шкатулки [MASK],Ключ от шкатулки [MASK] [MASK] из-за высокой влажности воздуха.,был ржавым,TRUE,TRUE,-1.076628804206848,-3.3365535736083984,9.396183013916016,3.77815055847168,2.2599247694015503,-1.076628804206848
372,5,47,2,S,P,S,S_S-P,Ключ от шкатулок был ржавым из-за высокой влажности воздуха.,Ключ от шкатулок,был ржавым из-за высокой влажности воздуха.,Ключ от шкатулок [MASK],Ключ от шкатулок [MASK] [MASK] из-за высокой влажности воздуха.,был ржавым,TRUE,TRUE,-0.6817641258239746,-3.168363094329834,8.865853309631348,5.004415035247803,2.4865989685058594,-0.6817641258239746
374,7,47,2,P,S,S,S_P-S,Ключи от шкатулки был ржавым из-за высокой влажности воздуха.,Ключи от шкатулки,был ржавым из-за высокой влажности воздуха.,Ключи от шкатулки [MASK],Ключи от шкатулки [MASK] [MASK] из-за высокой влажности воздуха.,был ржавым,FALSE,FALSE,-1.7049546241760254,-0.590496301651001,5.429666042327881,10.360782623291016,1.1144583225250244,-0.590496301651001
377,2,48,2,S,S,S,S_S-S,Комната для вечеринки была просторной из-за малого количества мебели.,Комната для вечеринки,была просторной из-за малого количества мебели.,Комната для вечеринки [MASK],Комната для вечеринки [MASK] [MASK] из-за малого количества мебели.,была просторной,TRUE,TRUE,-0.46309056878089905,-3.398395538330078,13.67011260986328,6.6149210929870605,2.935304969549179,-0.46309056878089905
379,4,48,2,S,P,S,S_S-P,Комната для вечеринок была просторной из-за малого количества мебели.,Комната для вечеринок,была просторной из-за малого количества мебели.,Комната для вечеринок [MASK],Комната для вечеринок [MASK] [MASK] из-за малого количества мебели.,была просторной,TRUE,TRUE,-0.7109481692314148,-3.2577199935913086,12.806264877319336,6.067617893218994,2.546771824359894,-0.7109481692314148
381,6,48,2,P,S,S,S_P-S,Комнаты для вечеринки была просторной из-за малого количества мебели.,Комнаты для вечеринки,была просторной из-за малого количества мебели.,Комнаты для вечеринки [MASK],Комнаты для вечеринки [MASK] [MASK] из-за малого количества мебели.,была просторной,FALSE,FALSE,-0.836036741733551,1.4213975667953491,7.811759948730469,12.700855255126951,2.2574343085289,1.4213975667953491
383,8,48,2,P,P,S,S_P-P,Комнаты для вечеринок была просторной из-за малого количества мебели.,Комнаты для вечеринок,была просторной из-за малого количества мебели.,Комнаты для вечеринок [MASK],Комнаты для вечеринок [MASK] [MASK] из-за малого количества мебели.,была просторной,FALSE,FALSE,-1.9229018688201904,0.05960261821746826,6.827115058898926,11.711139678955078,1.9825044870376587,0.05960261821746826
384,1,49,2,S,S,S,S_S-S,Кондиционер для помещения был неисправен из-за ошибки заводских сборщиков.,Кондиционер для помещения,был неисправен из-за ошибки заводских сборщиков.,Кондиционер для помещения [MASK],Кондиционер для помещения [MASK] [MASK] из-за ошибки заводских сборщиков.,был неисправен,TRUE,TRUE,-0.3234756290912628,-2.4074110984802246,11.145777702331545,5.660048961639404,2.083935469388962,-0.3234756290912628
386,3,49,2,S,P,S,S_S-P,Кондиционер для помещений был неисправен из-за ошибки заводских сборщиков.,Кондиционер для помещений,был неисправен из-за ошибки заводских сборщиков.,Кондиционер для помещений [MASK],Кондиционер для помещений [MASK] [MASK] из-за ошибки заводских сборщиков.,был неисправен,TRUE,TRUE,-0.7872753143310547,-2.9224977493286133,10.910913467407228,5.5434489250183105,2.1352224349975586,-0.7872753143310547
388,5,49,2,P,S,S,S_P-S,Кондиционеры для помещения был неисправен из-за ошибки заводских сборщиков.,Кондиционеры для помещения,был неисправен из-за ошибки заводских сборщиков.,Кондиционеры для помещения [MASK],Кондиционеры для помещения [MASK] [MASK] из-за ошибки заводских сборщиков.,был неисправен,FALSE,FALSE,-0.8326324820518494,0.3585355281829834,7.503387928009033,11.625524520874023,1.1911680102348328,0.3585355281829834
390,7,49,2,P,P,S,S_P-P,Кондиционеры для помещений был неисправен из-за ошибки заводских сборщиков.,Кондиционеры для помещений,был неисправен из-за ошибки заводских сборщиков.,Кондиционеры для помещений [MASK],Кондиционеры для помещений [MASK] [MASK] из-за ошибки заводских сборщиков.,был неисправен,FALSE,FALSE,-1.10542893409729,-0.3904186487197876,6.721146583557129,11.422890663146973,0.7150102853775024,-0.3904186487197876
393,2,50,2,S,P,S,S_S-P,Коробка для красок была картонной из-за экологических убеждений производителя.,Коробка для красок,была картонной из-за экологических убеждений производителя.,Коробка для красок [MASK],Коробка для красок [MASK] [MASK] из-за экологических убеждений производителя.,была картонной,TRUE,TRUE,-0.8329590559005737,-2.9404282569885254,11.493507385253906,4.705952167510986,2.1074692010879517,-0.8329590559005737
395,4,50,2,P,S,S,S_P-S,Коробки для краски была картонной из-за экологических убеждений производителя.,Коробки для краски,была картонной из-за экологических убеждений производителя.,Коробки для краски [MASK],Коробки для краски [MASK] [MASK] из-за экологических убеждений производителя.,была картонной,FALSE,FALSE,-2.02034592628479,-0.4068247973918915,6.752746105194092,11.217313766479492,1.6135211288928986,-0.4068247973918915
397,6,50,2,P,P,S,S_P-P,Коробки для красок была картонной из-за экологических убеждений производителя.,Коробки для красок,была картонной из-за экологических убеждений производителя.,Коробки для красок [MASK],Коробки для красок [MASK] [MASK] из-за экологических убеждений производителя.,была картонной,FALSE,FALSE,-2.0044546127319336,-0.4247888922691345,6.102427005767822,10.562418937683104,1.579665720462799,-0.4247888922691345
399,8,50,2,S,S,S,S_S-S,Коробка для краски была картонной из-за экологических убеждений производителя.,Коробка для краски,была картонной из-за экологических убеждений производителя.,Коробка для краски [MASK],Коробка для краски [MASK] [MASK] из-за экологических убеждений производителя.,была картонной,TRUE,TRUE,-0.7013838887214661,-3.3753104209899902,11.882408142089844,5.084166049957275,2.673926532268524,-0.7013838887214661
400,1,51,2,S,P,S,S_S-P,Лекарство от болезней было доступным для отдельных категорий граждан.,Лекарство от болезней,было доступным для отдельных категорий граждан.,Лекарство от болезней [MASK],Лекарство от болезней [MASK] [MASK] для отдельных категорий граждан.,было доступным,TRUE,TRUE,2.65857195854187,-1.118313193321228,10.35041618347168,5.014948844909668,3.776885151863098,2.65857195854187
402,3,51,2,P,S,S,S_P-S,Лекарства от болезни было доступным для отдельных категорий граждан.,Лекарства от болезни,было доступным для отдельных категорий граждан.,Лекарства от болезни [MASK],Лекарства от болезни [MASK] [MASK] для отдельных категорий граждан.,было доступным,TRUE,FALSE,2.5445995330810547,2.0785531997680664,5.644769668579102,9.611653327941896,-0.4660463333129883,2.0785531997680664
404,5,51,2,P,P,S,S_P-P,Лекарства от болезней было доступным для отдельных категорий граждан.,Лекарства от болезней,было доступным для отдельных категорий граждан.,Лекарства от болезней [MASK],Лекарства от болезней [MASK] [MASK] для отдельных категорий граждан.,было доступным,TRUE,FALSE,1.9173126220703125,1.5505512952804563,6.448321342468262,10.596199989318848,-0.3667613267898562,1.5505512952804563
406,7,51,2,S,S,S,S_S-S,Лекарство от болезни было доступным для отдельных категорий граждан.,Лекарство от болезни,было доступным для отдельных категорий граждан.,Лекарство от болезни [MASK],Лекарство от болезни [MASK] [MASK] для отдельных категорий граждан.,было доступным,TRUE,TRUE,2.881070613861084,-1.968535304069519,9.257277488708496,3.3675694465637207,4.849605917930603,2.881070613861084
409,2,52,2,P,S,S,S_P-S,Лимузины для свадьбы был белым с яркими розовыми бантами.,Лимузины для свадьбы,был белым с яркими розовыми бантами.,Лимузины для свадьбы [MASK],Лимузины для свадьбы [MASK] [MASK] с яркими розовыми бантами.,был белым,FALSE,FALSE,-0.17787885665893555,2.62609338760376,3.3496501445770264,8.304891586303711,2.8039722442626958,2.62609338760376
411,4,52,2,P,P,S,S_P-P,Лимузины для свадеб был белым с яркими розовыми бантами.,Лимузины для свадеб,был белым с яркими розовыми бантами.,Лимузины для свадеб [MASK],Лимузины для свадеб [MASK] [MASK] с яркими розовыми бантами.,был белым,FALSE,FALSE,-1.026463747024536,1.3500823974609375,0.828857421875,5.752254962921143,2.3765461444854736,1.3500823974609375
413,6,52,2,S,S,S,S_S-S,Лимузин для свадьбы был белым с яркими розовыми бантами.,Лимузин для свадьбы,был белым с яркими розовыми бантами.,Лимузин для свадьбы [MASK],Лимузин для свадьбы [MASK] [MASK] с яркими розовыми бантами.,был белым,TRUE,TRUE,1.549719214439392,-2.303539752960205,6.929142475128174,1.7325032949447632,3.853258967399597,1.549719214439392
415,8,52,2,S,P,S,S_S-P,Лимузин для свадеб был белым с яркими розовыми бантами.,Лимузин для свадеб,был белым с яркими розовыми бантами.,Лимузин для свадеб [MASK],Лимузин для свадеб [MASK] [MASK] с яркими розовыми бантами.,был белым,TRUE,TRUE,1.3112126588821411,-3.164900779724121,4.0236992835998535,-0.2361530363559723,4.476113438606262,1.3112126588821411
416,1,53,2,P,S,S,S_P-S,Лозунги из листовки был придуман с целью привлечения внимания.,Лозунги из листовки,был придуман с целью привлечения внимания.,Лозунги из листовки [MASK],Лозунги из листовки [MASK] [MASK] с целью привлечения внимания.,был придуман,FALSE,FALSE,1.6911160945892334,5.891385555267334,7.44288969039917,13.007406234741213,4.200269460678101,5.891385555267334
418,3,53,2,P,P,S,S_P-P,Лозунги из листовок был придуман с целью привлечения внимания.,Лозунги из листовок,был придуман с целью привлечения внимания.,Лозунги из листовок [MASK],Лозунги из листовок [MASK] [MASK] с целью привлечения внимания.,был придуман,FALSE,FALSE,1.895087957382202,5.696731090545654,6.582111835479736,12.323822021484377,3.801643133163452,5.696731090545654
420,5,53,2,S,S,S,S_S-S,Лозунг из листовки был придуман с целью привлечения внимания.,Лозунг из листовки,был придуман с целью привлечения внимания.,Лозунг из листовки [MASK],Лозунг из листовки [MASK] [MASK] с целью привлечения внимания.,был придуман,TRUE,TRUE,5.697616100311279,2.0532736778259277,12.49428939819336,7.341841220855713,3.6443424224853516,5.697616100311279
422,7,53,2,S,P,S,S_S-P,Лозунг из листовок был придуман с целью привлечения внимания.,Лозунг из листовок,был придуман с целью привлечения внимания.,Лозунг из листовок [MASK],Лозунг из листовок [MASK] [MASK] с целью привлечения внимания.,был придуман,TRUE,TRUE,5.437526702880859,2.91085433959961,11.77147388458252,7.748060703277588,2.5266723632812496,5.437526702880859
425,2,54,2,P,P,S,S_P-P,Массовки для съемок была набрана из числа местных студентов.,Массовки для съемок,была набрана из числа местных студентов.,Массовки для съемок [MASK],Массовки для съемок [MASK] [MASK] из числа местных студентов.,была набрана,FALSE,FALSE,2.265143394470215,4.453366756439209,5.82879638671875,10.292985916137695,2.188223361968994,4.453366756439209
427,4,54,2,S,S,S,S_S-S,Массовка для съемки была набрана из числа местных студентов.,Массовка для съемки,была набрана из числа местных студентов.,Массовка для съемки [MASK],Массовка для съемки [MASK] [MASK] из числа местных студентов.,была набрана,TRUE,TRUE,1.5831263065338137,-1.4891362190246582,11.218063354492188,7.877960681915283,3.0722625255584717,1.5831263065338137
429,6,54,2,S,P,S,S_S-P,Массовка для съемок была набрана из числа местных студентов.,Массовка для съемок,была набрана из числа местных студентов.,Массовка для съемок [MASK],Массовка для съемок [MASK] [MASK] из числа местных студентов.,была набрана,TRUE,TRUE,2.388779878616333,-0.4505699872970581,11.31907558441162,8.182059288024902,2.839349865913391,2.388779878616333
431,8,54,2,P,S,S,S_P-S,Массовки для съемки была набрана из числа местных студентов.,Массовки для съемки,была набрана из числа местных студентов.,Массовки для съемки [MASK],Массовки для съемки [MASK] [MASK] из числа местных студентов.,была набрана,FALSE,FALSE,1.3096041679382324,3.688357353210449,5.749098777770996,10.21812629699707,2.378753185272217,3.688357353210449
432,1,55,2,P,P,S,S_P-P,Материалы для крыш был бракованным из-за нарушения режима хранения.,Материалы для крыш,был бракованным из-за нарушения режима хранения.,Материалы для крыш [MASK],Материалы для крыш [MASK] [MASK] из-за нарушения режима хранения.,был бракованным,FALSE,FALSE,-0.06311482191085815,1.2349389791488647,7.947386741638184,12.530279159545898,1.298053801059723,1.2349389791488647
434,3,55,2,S,S,S,S_S-S,Материал для крыши был бракованным из-за нарушения режима хранения.,Материал для крыши,был бракованным из-за нарушения режима хранения.,Материал для крыши [MASK],Материал для крыши [MASK] [MASK] из-за нарушения режима хранения.,был бракованным,TRUE,TRUE,2.368032932281494,0.3757827281951904,11.942069053649902,7.551301956176758,1.9922502040863037,2.368032932281494
436,5,55,2,S,P,S,S_S-P,Материал для крыш был бракованным из-за нарушения режима хранения.,Материал для крыш,был бракованным из-за нарушения режима хранения.,Материал для крыш [MASK],Материал для крыш [MASK] [MASK] из-за нарушения режима хранения.,был бракованным,TRUE,TRUE,2.8196423053741455,0.9538294076919556,11.68657112121582,8.928067207336426,1.86581289768219,2.8196423053741455
438,7,55,2,P,S,S,S_P-S,Материалы для крыши был бракованным из-за нарушения режима хранения.,Материалы для крыши,был бракованным из-за нарушения режима хранения.,Материалы для крыши [MASK],Материалы для крыши [MASK] [MASK] из-за нарушения режима хранения.,был бракованным,FALSE,FALSE,0.00128307938575744,0.3171517848968506,8.357823371887207,12.717537879943848,0.31586870551109314,0.3171517848968506
441,2,56,2,S,S,S,S_S-S,Мотор для лодки был заказан с учётом пожеланий рыбаков.,Мотор для лодки,был заказан с учётом пожеланий рыбаков.,Мотор для лодки [MASK],Мотор для лодки [MASK] [MASK] с учётом пожеланий рыбаков.,был заказан,TRUE,TRUE,0.204688161611557,-2.9210925102233887,12.743586540222168,7.5181565284729,3.1257806718349457,0.204688161611557
443,4,56,2,S,P,S,S_S-P,Мотор для лодок был заказан с учётом пожеланий рыбаков.,Мотор для лодок,был заказан с учётом пожеланий рыбаков.,Мотор для лодок [MASK],Мотор для лодок [MASK] [MASK] с учётом пожеланий рыбаков.,был заказан,TRUE,TRUE,-0.4499174654483795,-2.73490571975708,11.897430419921877,7.306901454925537,2.2849882543087006,-0.4499174654483795
