,Prot,Sent,Group,N1,N2,Pred,Code,Sentence,left,right,masked_left,masked_full,need_to_predict,left_bert_is_singular,full_bert_is_singular,left_bert_is_singular_score,left_bert_is_plural_score,full_bert_is_singular_score,full_bert_is_plural_score
262,7.0,33.0,2.0,P,P,S,S_P-P,Аргументы против обвинений был сокрушительным для адвоката пострадавшей стороны.,Аргументы против обвинений,был сокрушительным для адвоката пострадавшей стороны.,Аргументы против обвинений [MASK],Аргументы против обвинений [MASK] [MASK] для адвоката пострадавшей стороны.,был сокрушительным,False,False,-0.03913038969039917,2.2134413719177246,5.043391704559326,11.08392333984375
263,8.0,33.0,2.0,P,P,P,P_P-P,Аргументы против обвинений были сокрушительными для адвоката пострадавшей стороны.,Аргументы против обвинений,были сокрушительными для адвоката пострадавшей стороны.,Аргументы против обвинений [MASK],Аргументы против обвинений [MASK] [MASK] для адвоката пострадавшей стороны.,были сокрушительными,False,False,-0.03913038969039917,2.2134413719177246,5.043391704559326,11.08392333984375
264,1.0,34.0,2.0,S,S,P,P_S-S,Видеозапись с лекции  были содержательными для пропустивших занятия студентов.,Видеозапись с лекции, были содержательными для пропустивших занятия студентов.,Видеозапись с лекции [MASK],Видеозапись с лекции [MASK] [MASK] содержательными для пропустивших занятия студентов.,были содержательными,True,True,1.8783469200134277,-1.5103379487991333,9.734525680541992,8.417190551757812
265,2.0,34.0,2.0,S,P,S,S_S-P,Видеозапись с лекций была содержательной для пропустивших занятия студентов.,Видеозапись с лекций,была содержательной для пропустивших занятия студентов.,Видеозапись с лекций [MASK],Видеозапись с лекций [MASK] [MASK] для пропустивших занятия студентов.,была содержательной,True,True,1.658884048461914,-0.05457961559295654,11.108457565307617,6.509545803070068
266,3.0,34.0,2.0,S,P,P,P_S-P,Видеозапись с лекций были содержательными для пропустивших занятия студентов.,Видеозапись с лекций,были содержательными для пропустивших занятия студентов.,Видеозапись с лекций [MASK],Видеозапись с лекций [MASK] [MASK] для пропустивших занятия студентов.,были содержательными,True,True,1.658884048461914,-0.05457961559295654,11.108457565307617,6.509545803070068
267,4.0,34.0,2.0,P,S,S,S_P-S,Видеозаписи с лекции была содержательной для пропустивших занятия студентов.,Видеозаписи с лекции,была содержательной для пропустивших занятия студентов.,Видеозаписи с лекции [MASK],Видеозаписи с лекции [MASK] [MASK] для пропустивших занятия студентов.,была содержательной,False,False,-0.6939058899879456,2.612367630004883,6.7998881340026855,12.291955947875977
268,5.0,34.0,2.0,P,S,P,P_P-S,Видеозаписи с лекции были содержательными для пропустивших занятия студентов.,Видеозаписи с лекции,были содержательными для пропустивших занятия студентов.,Видеозаписи с лекции [MASK],Видеозаписи с лекции [MASK] [MASK] для пропустивших занятия студентов.,были содержательными,False,False,-0.6939058899879456,2.612367630004883,6.7998881340026855,12.291955947875977
269,6.0,34.0,2.0,P,P,S,S_P-P,Видеозаписи с лекций была содержательной для пропустивших занятия студентов.,Видеозаписи с лекций,была содержательной для пропустивших занятия студентов.,Видеозаписи с лекций [MASK],Видеозаписи с лекций [MASK] [MASK] для пропустивших занятия студентов.,была содержательной,False,False,-0.3674214482307434,2.252592086791992,6.004230976104736,11.760809898376465
270,7.0,34.0,2.0,P,P,P,P_P-P,Видеозаписи с лекций были содержательными для пропустивших занятия студентов.,Видеозаписи с лекций,были содержательными для пропустивших занятия студентов.,Видеозаписи с лекций [MASK],Видеозаписи с лекций [MASK] [MASK] для пропустивших занятия студентов.,были содержательными,False,False,-0.3674214482307434,2.252592086791992,6.004230976104736,11.760809898376465
271,8.0,34.0,2.0,S,S,S,S_S-S,Видеозапись с лекции  была содержательной для пропустивших занятия студентов.,Видеозапись с лекции, была содержательной для пропустивших занятия студентов.,Видеозапись с лекции [MASK],Видеозапись с лекции [MASK] [MASK] содержательной для пропустивших занятия студентов.,была содержательной,True,True,1.8783469200134277,-1.5103379487991333,9.438154220581055,4.21665620803833
272,1.0,35.0,2.0,S,P,S,S_S-P,Вывод из поражений был верным из-за тщательного анализа ситуации.,Вывод из поражений,был верным из-за тщательного анализа ситуации.,Вывод из поражений [MASK],Вывод из поражений [MASK] [MASK] из-за тщательного анализа ситуации.,был верным,True,True,0.1474606692790985,-2.3029239177703857,11.64750862121582,6.683182716369629
273,2.0,35.0,2.0,S,P,P,P_S-P,Вывод из поражений были верными из-за тщательного анализа ситуации.,Вывод из поражений,были верными из-за тщательного анализа ситуации.,Вывод из поражений [MASK],Вывод из поражений [MASK] [MASK] из-за тщательного анализа ситуации.,были верными,True,True,0.1474606692790985,-2.3029239177703857,11.64750862121582,6.683182716369629
274,3.0,35.0,2.0,P,S,S,S_P-S,Выводы из поражения был верным из-за тщательного анализа ситуации.,Выводы из поражения,был верным из-за тщательного анализа ситуации.,Выводы из поражения [MASK],Выводы из поражения [MASK] [MASK] из-за тщательного анализа ситуации.,был верным,False,False,-0.39964690804481506,1.7456039190292358,7.26302433013916,12.176151275634766
275,4.0,35.0,2.0,P,S,P,P_P-S,Выводы из поражения были верными из-за тщательного анализа ситуации.,Выводы из поражения,были верными из-за тщательного анализа ситуации.,Выводы из поражения [MASK],Выводы из поражения [MASK] [MASK] из-за тщательного анализа ситуации.,были верными,False,False,-0.39964690804481506,1.7456039190292358,7.26302433013916,12.176151275634766
276,5.0,35.0,2.0,P,P,S,S_P-P,Выводы из поражений был верным из-за тщательного анализа ситуации.,Выводы из поражений,был верным из-за тщательного анализа ситуации.,Выводы из поражений [MASK],Выводы из поражений [MASK] [MASK] из-за тщательного анализа ситуации.,был верным,False,False,-0.522298276424408,0.6609489917755127,6.7985310554504395,11.694671630859375
277,6.0,35.0,2.0,P,P,P,P_P-P,Выводы из поражений были верными из-за тщательного анализа ситуации.,Выводы из поражений,были верными из-за тщательного анализа ситуации.,Выводы из поражений [MASK],Выводы из поражений [MASK] [MASK] из-за тщательного анализа ситуации.,были верными,False,False,-0.522298276424408,0.6609489917755127,6.7985310554504395,11.694671630859375
278,7.0,35.0,2.0,S,S,S,S_S-S,Вывод из поражения  был верным из-за тщательного анализа ситуации.,Вывод из поражения, был верным из-за тщательного анализа ситуации.,Вывод из поражения [MASK],Вывод из поражения [MASK] [MASK] верным из-за тщательного анализа ситуации.,был верным,True,True,0.6376488208770752,-2.051759958267212,10.677173614501953,4.613117694854736
279,8.0,35.0,2.0,S,S,P,P_S-S,Вывод из поражения  были верными из-за тщательного анализа ситуации.,Вывод из поражения, были верными из-за тщательного анализа ситуации.,Вывод из поражения [MASK],Вывод из поражения [MASK] [MASK] верными из-за тщательного анализа ситуации.,были верными,True,True,0.6376488208770752,-2.051759958267212,9.934880256652832,8.950213432312012
280,1.0,36.0,2.0,S,P,P,P_S-P,Выдержка из книг были краткими для упрощения процесса запоминания.,Выдержка из книг,были краткими для упрощения процесса запоминания.,Выдержка из книг [MASK],Выдержка из книг [MASK] [MASK] для упрощения процесса запоминания.,были краткими,False,True,-1.8006564378738403,-0.984416663646698,8.630777359008789,4.846728324890137
281,2.0,36.0,2.0,P,S,S,S_P-S,Выдержки из книги была краткой для упрощения процесса запоминания.,Выдержки из книги,была краткой для упрощения процесса запоминания.,Выдержки из книги [MASK],Выдержки из книги [MASK] [MASK] для упрощения процесса запоминания.,была краткой,False,False,-0.8003326058387756,1.2687333822250366,2.9403538703918457,8.888822555541992
282,3.0,36.0,2.0,P,S,P,P_P-S,Выдержки из книги были краткими для упрощения процесса запоминания.,Выдержки из книги,были краткими для упрощения процесса запоминания.,Выдержки из книги [MASK],Выдержки из книги [MASK] [MASK] для упрощения процесса запоминания.,были краткими,False,False,-0.8003326058387756,1.2687333822250366,2.9403538703918457,8.888822555541992
283,4.0,36.0,2.0,P,P,S,S_P-P,Выдержки из книг была краткой для упрощения процесса запоминания.,Выдержки из книг,была краткой для упрощения процесса запоминания.,Выдержки из книг [MASK],Выдержки из книг [MASK] [MASK] для упрощения процесса запоминания.,была краткой,False,False,-1.633815050125122,0.7285219430923462,3.3028712272644043,8.836885452270508
284,5.0,36.0,2.0,P,P,P,P_P-P,Выдержки из книг были краткими для упрощения процесса запоминания.,Выдержки из книг,были краткими для упрощения процесса запоминания.,Выдержки из книг [MASK],Выдержки из книг [MASK] [MASK] для упрощения процесса запоминания.,были краткими,False,False,-1.633815050125122,0.7285219430923462,3.3028712272644043,8.836885452270508
285,6.0,36.0,2.0,S,S,S,S_S-S,Выдержка из книги была краткой для упрощения процесса запоминания.,Выдержка из книги,была краткой для упрощения процесса запоминания.,Выдержка из книги [MASK],Выдержка из книги [MASK] [MASK] для упрощения процесса запоминания.,была краткой,True,True,-0.9597007632255554,-1.7248355150222778,8.950723648071289,2.9359989166259766
286,7.0,36.0,2.0,S,S,P,P_S-S,Выдержка из книги были краткими для упрощения процесса запоминания.,Выдержка из книги,были краткими для упрощения процесса запоминания.,Выдержка из книги [MASK],Выдержка из книги [MASK] [MASK] для упрощения процесса запоминания.,были краткими,True,True,-0.9597007632255554,-1.7248355150222778,8.950723648071289,2.9359989166259766
287,8.0,36.0,2.0,S,P,S,S_S-P,Выдержка из книг была краткой для упрощения процесса запоминания.,Выдержка из книг,была краткой для упрощения процесса запоминания.,Выдержка из книг [MASK],Выдержка из книг [MASK] [MASK] для упрощения процесса запоминания.,была краткой,False,True,-1.8006564378738403,-0.984416663646698,8.630777359008789,4.846728324890137
288,1.0,37.0,2.0,P,S,S,S_P-S,Выписки из программы была сделана во время затянувшегося заседания.,Выписки из программы,была сделана во время затянувшегося заседания.,Выписки из программы [MASK],Выписки из программы [MASK] [MASK] во время затянувшегося заседания.,была сделана,False,False,0.43777191638946533,3.3191728591918945,8.09415340423584,12.904017448425293
289,2.0,37.0,2.0,P,S,P,P_P-S,Выписки из программы были сделаны во время затянувшегося заседания.,Выписки из программы,были сделаны во время затянувшегося заседания.,Выписки из программы [MASK],Выписки из программы [MASK] [MASK] во время затянувшегося заседания.,были сделаны,False,False,0.43777191638946533,3.3191728591918945,8.09415340423584,12.904017448425293
290,3.0,37.0,2.0,P,P,S,S_P-P,Выписки из программ была сделана во время затянувшегося заседания.,Выписки из программ,была сделана во время затянувшегося заседания.,Выписки из программ [MASK],Выписки из программ [MASK] [MASK] во время затянувшегося заседания.,была сделана,False,False,1.3042640686035156,3.531705856323242,7.375070095062256,12.870827674865723
291,4.0,37.0,2.0,P,P,P,P_P-P,Выписки из программ были сделаны во время затянувшегося заседания.,Выписки из программ,были сделаны во время затянувшегося заседания.,Выписки из программ [MASK],Выписки из программ [MASK] [MASK] во время затянувшегося заседания.,были сделаны,False,False,1.3042640686035156,3.531705856323242,7.375070095062256,12.870827674865723
292,5.0,37.0,2.0,S,S,S,S_S-S,Выписка из программы была сделана во время затянувшегося заседания.,Выписка из программы,была сделана во время затянувшегося заседания.,Выписка из программы [MASK],Выписка из программы [MASK] [MASK] во время затянувшегося заседания.,была сделана,True,True,1.2844371795654297,-0.7633601427078247,12.881507873535156,7.605330467224121
293,6.0,37.0,2.0,S,S,P,P_S-S,Выписка из программы были сделаны во время затянувшегося заседания.,Выписка из программы,были сделаны во время затянувшегося заседания.,Выписка из программы [MASK],Выписка из программы [MASK] [MASK] во время затянувшегося заседания.,были сделаны,True,True,1.2844371795654297,-0.7633601427078247,12.881507873535156,7.605330467224121
294,7.0,37.0,2.0,S,P,S,S_S-P,Выписка из программ была сделана во время затянувшегося заседания.,Выписка из программ,была сделана во время затянувшегося заседания.,Выписка из программ [MASK],Выписка из программ [MASK] [MASK] во время затянувшегося заседания.,была сделана,True,True,1.5176379680633545,1.1800951957702637,13.085308074951172,8.922311782836914
295,8.0,37.0,2.0,S,P,P,P_S-P,Выписка из программ были сделаны во время затянувшегося заседания.,Выписка из программ,были сделаны во время затянувшегося заседания.,Выписка из программ [MASK],Выписка из программ [MASK] [MASK] во время затянувшегося заседания.,были сделаны,True,True,1.5176379680633545,1.1800951957702637,13.085308074951172,8.922311782836914
296,1.0,38.0,2.0,P,S,P,P_P-S,Выходы из ситуации были очевидными для опытного школьного психолога.,Выходы из ситуации,были очевидными для опытного школьного психолога.,Выходы из ситуации [MASK],Выходы из ситуации [MASK] [MASK] для опытного школьного психолога.,были очевидными,False,False,0.8331004977226257,3.5362887382507324,2.915581226348877,8.019749641418457
297,2.0,38.0,2.0,P,P,S,S_P-P,Выходы из ситуаций был очевидным для опытного школьного психолога.,Выходы из ситуаций,был очевидным для опытного школьного психолога.,Выходы из ситуаций [MASK],Выходы из ситуаций [MASK] [MASK] для опытного школьного психолога.,был очевидным,False,False,-0.3191867470741272,2.1907176971435547,2.3346309661865234,7.3842573165893555
298,3.0,38.0,2.0,P,P,P,P_P-P,Выходы из ситуаций были очевидными для опытного школьного психолога.,Выходы из ситуаций,были очевидными для опытного школьного психолога.,Выходы из ситуаций [MASK],Выходы из ситуаций [MASK] [MASK] для опытного школьного психолога.,были очевидными,False,False,-0.3191867470741272,2.1907176971435547,2.3346309661865234,7.3842573165893555
299,4.0,38.0,2.0,S,S,S,S_S-S,Выход из ситуации  был очевидным для опытного школьного психолога.,Выход из ситуации, был очевидным для опытного школьного психолога.,Выход из ситуации [MASK],Выход из ситуации [MASK] [MASK] очевидным для опытного школьного психолога.,был очевидным,True,True,3.0492868423461914,-1.504962682723999,9.703400611877441,1.9391330480575562
300,5.0,38.0,2.0,S,S,P,P_S-S,Выход из ситуации  были очевидными для опытного школьного психолога.,Выход из ситуации, были очевидными для опытного школьного психолога.,Выход из ситуации [MASK],Выход из ситуации [MASK] [MASK] очевидными для опытного школьного психолога.,были очевидными,True,True,3.0492868423461914,-1.504962682723999,8.824389457702637,5.059976100921631
301,6.0,38.0,2.0,S,P,S,S_S-P,Выход из ситуаций был очевидным для опытного школьного психолога.,Выход из ситуаций,был очевидным для опытного школьного психолога.,Выход из ситуаций [MASK],Выход из ситуаций [MASK] [MASK] для опытного школьного психолога.,был очевидным,True,True,1.1685692071914673,-1.5520272254943848,7.180256366729736,2.1096835136413574
302,7.0,38.0,2.0,S,P,P,P_S-P,Выход из ситуаций были очевидными для опытного школьного психолога.,Выход из ситуаций,были очевидными для опытного школьного психолога.,Выход из ситуаций [MASK],Выход из ситуаций [MASK] [MASK] для опытного школьного психолога.,были очевидными,True,True,1.1685692071914673,-1.5520272254943848,7.180256366729736,2.1096835136413574
303,8.0,38.0,2.0,P,S,S,S_P-S,Выходы из ситуации был очевидным для опытного школьного психолога.,Выходы из ситуации,был очевидным для опытного школьного психолога.,Выходы из ситуации [MASK],Выходы из ситуации [MASK] [MASK] для опытного школьного психолога.,был очевидным,False,False,0.8331004977226257,3.5362887382507324,2.915581226348877,8.019749641418457
304,1.0,39.0,2.0,P,P,S,S_P-P,Доски для афиш была прибита к ограде маленького театра.,Доски для афиш,была прибита к ограде маленького театра.,Доски для афиш [MASK],Доски для афиш [MASK] [MASK] к ограде маленького театра.,была прибита,False,False,0.3655325770378113,2.244445323944092,5.434001922607422,10.065670013427734
305,2.0,39.0,2.0,P,P,P,P_P-P,Доски для афиш были прибиты к ограде маленького театра.,Доски для афиш,были прибиты к ограде маленького театра.,Доски для афиш [MASK],Доски для афиш [MASK] [MASK] к ограде маленького театра.,были прибиты,False,False,0.3655325770378113,2.244445323944092,5.434001922607422,10.065670013427734
306,3.0,39.0,2.0,S,S,S,S_S-S,Доска для афиши была прибита к ограде маленького театра.,Доска для афиши,была прибита к ограде маленького театра.,Доска для афиши [MASK],Доска для афиши [MASK] [MASK] к ограде маленького театра.,была прибита,True,True,1.622414231300354,-1.3647487163543701,10.891986846923828,4.576047897338867
307,4.0,39.0,2.0,S,S,P,P_S-S,Доска для афиши были прибиты к ограде маленького театра.,Доска для афиши,были прибиты к ограде маленького театра.,Доска для афиши [MASK],Доска для афиши [MASK] [MASK] к ограде маленького театра.,были прибиты,True,True,1.622414231300354,-1.3647487163543701,10.891986846923828,4.576047897338867
308,5.0,39.0,2.0,S,P,S,S_S-P,Доска для афиш была прибита к ограде маленького театра.,Доска для афиш,была прибита к ограде маленького театра.,Доска для афиш [MASK],Доска для афиш [MASK] [MASK] к ограде маленького театра.,была прибита,True,True,0.9669482111930847,-0.671392560005188,9.91495132446289,4.465717792510986
309,6.0,39.0,2.0,S,P,P,P_S-P,Доска для афиш были прибиты к ограде маленького театра.,Доска для афиш,были прибиты к ограде маленького театра.,Доска для афиш [MASK],Доска для афиш [MASK] [MASK] к ограде маленького театра.,были прибиты,True,True,0.9669482111930847,-0.671392560005188,9.91495132446289,4.465717792510986
310,7.0,39.0,2.0,P,S,S,S_P-S,Доски для афиши была прибита к ограде маленького театра.,Доски для афиши,была прибита к ограде маленького театра.,Доски для афиши [MASK],Доски для афиши [MASK] [MASK] к ограде маленького театра.,была прибита,False,False,0.6336801648139954,2.579747200012207,5.767221450805664,10.878868103027344
311,8.0,39.0,2.0,P,S,P,P_P-S,Доски для афиши были прибиты к ограде маленького театра.,Доски для афиши,были прибиты к ограде маленького театра.,Доски для афиши [MASK],Доски для афиши [MASK] [MASK] к ограде маленького театра.,были прибиты,False,False,0.6336801648139954,2.579747200012207,5.767221450805664,10.878868103027344
312,1.0,40.0,2.0,P,P,P,P_P-P,Задержки из-за наводнений были пугающими из-за отсутствия достоверной информации.,Задержки из-за наводнений,были пугающими из-за отсутствия достоверной информации.,Задержки из-за наводнений [MASK],Задержки из-за наводнений [MASK] [MASK] из-за отсутствия достоверной информации.,были пугающими,False,False,2.036559581756592,6.598061561584473,6.687413215637207,12.21849250793457
313,2.0,40.0,2.0,S,S,S,S_S-S,Задержка из-за наводнения была пугающей из-за отсутствия достоверной информации.,Задержка из-за наводнения,была пугающей из-за отсутствия достоверной информации.,Задержка из-за наводнения [MASK],Задержка из-за наводнения [MASK] [MASK] из-за отсутствия достоверной информации.,была пугающей,True,True,5.264426231384277,-1.615108847618103,13.128128051757812,5.729690074920654
314,3.0,40.0,2.0,S,S,P,P_S-S,Задержка из-за наводнения были пугающими из-за отсутствия достоверной информации.,Задержка из-за наводнения,были пугающими из-за отсутствия достоверной информации.,Задержка из-за наводнения [MASK],Задержка из-за наводнения [MASK] [MASK] из-за отсутствия достоверной информации.,были пугающими,True,True,5.264426231384277,-1.615108847618103,13.128128051757812,5.729690074920654
315,4.0,40.0,2.0,S,P,S,S_S-P,Задержка из-за наводнений была пугающей из-за отсутствия достоверной информации.,Задержка из-за наводнений,была пугающей из-за отсутствия достоверной информации.,Задержка из-за наводнений [MASK],Задержка из-за наводнений [MASK] [MASK] из-за отсутствия достоверной информации.,была пугающей,True,True,5.623329162597656,-1.1843410730361938,12.946292877197266,6.1045732498168945
316,5.0,40.0,2.0,S,P,P,P_S-P,Задержка из-за наводнений были пугающими из-за отсутствия достоверной информации.,Задержка из-за наводнений,были пугающими из-за отсутствия достоверной информации.,Задержка из-за наводнений [MASK],Задержка из-за наводнений [MASK] [MASK] из-за отсутствия достоверной информации.,были пугающими,True,True,5.623329162597656,-1.1843410730361938,12.946292877197266,6.1045732498168945
317,6.0,40.0,2.0,P,S,S,S_P-S,Задержки из-за наводнения была пугающей из-за отсутствия достоверной информации.,Задержки из-за наводнения,была пугающей из-за отсутствия достоверной информации.,Задержки из-за наводнения [MASK],Задержки из-за наводнения [MASK] [MASK] из-за отсутствия достоверной информации.,была пугающей,False,False,1.5460009574890137,5.676010608673096,6.9111223220825195,12.378661155700684
318,7.0,40.0,2.0,P,S,P,P_P-S,Задержки из-за наводнения были пугающими из-за отсутствия достоверной информации.,Задержки из-за наводнения,были пугающими из-за отсутствия достоверной информации.,Задержки из-за наводнения [MASK],Задержки из-за наводнения [MASK] [MASK] из-за отсутствия достоверной информации.,были пугающими,False,False,1.5460009574890137,5.676010608673096,6.9111223220825195,12.378661155700684
319,8.0,40.0,2.0,P,P,S,S_P-P,Задержки из-за наводнений была пугающей из-за отсутствия достоверной информации.,Задержки из-за наводнений,была пугающей из-за отсутствия достоверной информации.,Задержки из-за наводнений [MASK],Задержки из-за наводнений [MASK] [MASK] из-за отсутствия достоверной информации.,была пугающей,False,False,2.036559581756592,6.598061561584473,6.687413215637207,12.21849250793457
320,1.0,41.0,2.0,S,S,S,S_S-S,Зал для заседания был громадным по масштабам небольшого городка.,Зал для заседания,был громадным по масштабам небольшого городка.,Зал для заседания [MASK],Зал для заседания [MASK] [MASK] по масштабам небольшого городка.,был громадным,True,True,3.232027053833008,0.6527217626571655,9.003097534179688,2.209585189819336
321,2.0,41.0,2.0,S,S,P,P_S-S,Зал для заседания были громадными по масштабам небольшого городка.,Зал для заседания,были громадными по масштабам небольшого городка.,Зал для заседания [MASK],Зал для заседания [MASK] [MASK] по масштабам небольшого городка.,были громадными,True,True,3.232027053833008,0.6527217626571655,9.003097534179688,2.209585189819336
322,3.0,41.0,2.0,S,P,S,S_S-P,Зал для заседаний был громадным по масштабам небольшого городка.,Зал для заседаний,был громадным по масштабам небольшого городка.,Зал для заседаний [MASK],Зал для заседаний [MASK] [MASK] по масштабам небольшого городка.,был громадным,True,True,2.4560611248016357,0.5512833595275879,8.91862964630127,1.954140543937683
323,4.0,41.0,2.0,S,P,P,P_S-P,Зал для заседаний были громадными по масштабам небольшого городка.,Зал для заседаний,были громадными по масштабам небольшого городка.,Зал для заседаний [MASK],Зал для заседаний [MASK] [MASK] по масштабам небольшого городка.,были громадными,True,True,2.4560611248016357,0.5512833595275879,8.91862964630127,1.954140543937683
324,5.0,41.0,2.0,P,S,S,S_P-S,Залы для заседания был громадным по масштабам небольшого городка.,Залы для заседания,был громадным по масштабам небольшого городка.,Залы для заседания [MASK],Залы для заседания [MASK] [MASK] по масштабам небольшого городка.,был громадным,False,False,0.814642608165741,4.430897235870361,4.142170429229736,8.929622650146484
325,6.0,41.0,2.0,P,S,P,P_P-S,Залы для заседания были громадными по масштабам небольшого городка.,Залы для заседания,были громадными по масштабам небольшого городка.,Залы для заседания [MASK],Залы для заседания [MASK] [MASK] по масштабам небольшого городка.,были громадными,False,False,0.814642608165741,4.430897235870361,4.142170429229736,8.929622650146484
326,7.0,41.0,2.0,P,P,S,S_P-P,Залы для заседаний был громадным по масштабам небольшого городка.,Залы для заседаний,был громадным по масштабам небольшого городка.,Залы для заседаний [MASK],Залы для заседаний [MASK] [MASK] по масштабам небольшого городка.,был громадным,False,False,1.031883955001831,4.254831790924072,3.5332562923431396,8.715291976928711
327,8.0,41.0,2.0,P,P,P,P_P-P,Залы для заседаний были громадными по масштабам небольшого городка.,Залы для заседаний,были громадными по масштабам небольшого городка.,Залы для заседаний [MASK],Залы для заседаний [MASK] [MASK] по масштабам небольшого городка.,были громадными,False,False,1.031883955001831,4.254831790924072,3.5332562923431396,8.715291976928711
328,1.0,42.0,2.0,S,S,P,P_S-S,Запчасть для иномарки были старыми по меркам современного автовладельца.,Запчасть для иномарки,были старыми по меркам современного автовладельца.,Запчасть для иномарки [MASK],Запчасть для иномарки [MASK] [MASK] по меркам современного автовладельца.,были старыми,True,True,1.0070040225982666,-1.6265382766723633,7.971674919128418,2.020565986633301
329,2.0,42.0,2.0,S,P,S,S_S-P,Запчасть для иномарок была старой по меркам современного автовладельца.,Запчасть для иномарок,была старой по меркам современного автовладельца.,Запчасть для иномарок [MASK],Запчасть для иномарок [MASK] [MASK] по меркам современного автовладельца.,была старой,True,True,2.147533416748047,0.31080150604248047,7.451515197753906,2.5952320098876953
330,3.0,42.0,2.0,S,P,P,P_S-P,Запчасть для иномарок были старыми по меркам современного автовладельца.,Запчасть для иномарок,были старыми по меркам современного автовладельца.,Запчасть для иномарок [MASK],Запчасть для иномарок [MASK] [MASK] по меркам современного автовладельца.,были старыми,True,True,2.147533416748047,0.31080150604248047,7.451515197753906,2.5952320098876953
331,4.0,42.0,2.0,P,S,S,S_P-S,Запчасти для иномарки была старой по меркам современного автовладельца.,Запчасти для иномарки,была старой по меркам современного автовладельца.,Запчасти для иномарки [MASK],Запчасти для иномарки [MASK] [MASK] по меркам современного автовладельца.,была старой,False,False,1.5954022407531738,3.124173641204834,3.262364625930786,8.416848182678223
332,5.0,42.0,2.0,P,S,P,P_P-S,Запчасти для иномарки были старыми по меркам современного автовладельца.,Запчасти для иномарки,были старыми по меркам современного автовладельца.,Запчасти для иномарки [MASK],Запчасти для иномарки [MASK] [MASK] по меркам современного автовладельца.,были старыми,False,False,1.5954022407531738,3.124173641204834,3.262364625930786,8.416848182678223
333,6.0,42.0,2.0,P,P,S,S_P-P,Запчасти для иномарок была старой по меркам современного автовладельца.,Запчасти для иномарок,была старой по меркам современного автовладельца.,Запчасти для иномарок [MASK],Запчасти для иномарок [MASK] [MASK] по меркам современного автовладельца.,была старой,False,False,1.281172513961792,3.0355324745178223,2.3413844108581543,7.78779935836792
334,7.0,42.0,2.0,P,P,P,P_P-P,Запчасти для иномарок были старыми по меркам современного автовладельца.,Запчасти для иномарок,были старыми по меркам современного автовладельца.,Запчасти для иномарок [MASK],Запчасти для иномарок [MASK] [MASK] по меркам современного автовладельца.,были старыми,False,False,1.281172513961792,3.0355324745178223,2.3413844108581543,7.78779935836792
335,8.0,42.0,2.0,S,S,S,S_S-S,Запчасть для иномарки была старой по меркам современного автовладельца.,Запчасть для иномарки,была старой по меркам современного автовладельца.,Запчасть для иномарки [MASK],Запчасть для иномарки [MASK] [MASK] по меркам современного автовладельца.,была старой,True,True,1.0070040225982666,-1.6265382766723633,7.971674919128418,2.020565986633301
336,1.0,43.0,2.0,S,P,S,S_S-P,Исключение из правил было выписано на аккуратно свернутую шпаргалку.,Исключение из правил,было выписано на аккуратно свернутую шпаргалку.,Исключение из правил [MASK],Исключение из правил [MASK] [MASK] на аккуратно свернутую шпаргалку.,было выписано,True,True,6.579218864440918,2.357541084289551,9.322213172912598,3.3922500610351562
337,2.0,43.0,2.0,S,P,P,P_S-P,Исключение из правил были выписаны на аккуратно свернутую шпаргалку.,Исключение из правил,были выписаны на аккуратно свернутую шпаргалку.,Исключение из правил [MASK],Исключение из правил [MASK] [MASK] на аккуратно свернутую шпаргалку.,были выписаны,True,True,6.579218864440918,2.357541084289551,9.322213172912598,3.3922500610351562
338,3.0,43.0,2.0,P,S,S,S_P-S,Исключения из правила было выписано на аккуратно свернутую шпаргалку.,Исключения из правила,было выписано на аккуратно свернутую шпаргалку.,Исключения из правила [MASK],Исключения из правила [MASK] [MASK] на аккуратно свернутую шпаргалку.,было выписано,False,False,1.816011905670166,4.924122333526611,5.304792881011963,8.16080379486084
339,4.0,43.0,2.0,P,S,P,P_P-S,Исключения из правила были выписаны на аккуратно свернутую шпаргалку.,Исключения из правила,были выписаны на аккуратно свернутую шпаргалку.,Исключения из правила [MASK],Исключения из правила [MASK] [MASK] на аккуратно свернутую шпаргалку.,были выписаны,False,False,1.816011905670166,4.924122333526611,5.304792881011963,8.16080379486084
340,5.0,43.0,2.0,P,P,S,S_P-P,Исключения из правил было выписано на аккуратно свернутую шпаргалку.,Исключения из правил,было выписано на аккуратно свернутую шпаргалку.,Исключения из правил [MASK],Исключения из правил [MASK] [MASK] на аккуратно свернутую шпаргалку.,было выписано,False,False,1.7156915664672852,4.582536220550537,5.735535621643066,8.739089965820312
341,6.0,43.0,2.0,P,P,P,P_P-P,Исключения из правил были выписаны на аккуратно свернутую шпаргалку.,Исключения из правил,были выписаны на аккуратно свернутую шпаргалку.,Исключения из правил [MASK],Исключения из правил [MASK] [MASK] на аккуратно свернутую шпаргалку.,были выписаны,False,False,1.7156915664672852,4.582536220550537,5.735535621643066,8.739089965820312
342,7.0,43.0,2.0,S,S,S,S_S-S,Исключение из правила было выписано на аккуратно свернутую шпаргалку.,Исключение из правила,было выписано на аккуратно свернутую шпаргалку.,Исключение из правила [MASK],Исключение из правила [MASK] [MASK] на аккуратно свернутую шпаргалку.,было выписано,True,True,6.478120803833008,2.0637197494506836,9.233683586120605,2.603890895843506
