,Prot,Sent,Group,N1,N2,Pred,Code,Sentence,left,right,left_gpt_is_singular_score,left_gpt_is_plural_score
302,7.0,38.0,2.0,S,P,P,P_S-P,Выход из ситуаций были очевидными для опытного школьного психолога.,Выход из ситуаций,были очевидными для опытного школьного психолога.,0.386348,-4.2131953
303,8.0,38.0,2.0,P,S,S,S_P-S,Выходы из ситуации был очевидным для опытного школьного психолога.,Выходы из ситуации,был очевидным для опытного школьного психолога.,-1.8575058,1.986484
304,1.0,39.0,2.0,P,P,S,S_P-P,Доски для афиш была прибита к ограде маленького театра.,Доски для афиш,была прибита к ограде маленького театра.,-0.65322375,3.674454
305,2.0,39.0,2.0,P,P,P,P_P-P,Доски для афиш были прибиты к ограде маленького театра.,Доски для афиш,были прибиты к ограде маленького театра.,-0.65322375,3.674454
306,3.0,39.0,2.0,S,S,S,S_S-S,Доска для афиши была прибита к ограде маленького театра.,Доска для афиши,была прибита к ограде маленького театра.,2.6157894,-2.9687493
307,4.0,39.0,2.0,S,S,P,P_S-S,Доска для афиши были прибиты к ограде маленького театра.,Доска для афиши,были прибиты к ограде маленького театра.,2.6157894,-2.9687493
308,5.0,39.0,2.0,S,P,S,S_S-P,Доска для афиш была прибита к ограде маленького театра.,Доска для афиш,была прибита к ограде маленького театра.,1.4042964,-3.846413
309,6.0,39.0,2.0,S,P,P,P_S-P,Доска для афиш были прибиты к ограде маленького театра.,Доска для афиш,были прибиты к ограде маленького театра.,1.4042964,-3.846413
310,7.0,39.0,2.0,P,S,S,S_P-S,Доски для афиши была прибита к ограде маленького театра.,Доски для афиши,была прибита к ограде маленького театра.,0.23260531,3.980367
311,8.0,39.0,2.0,P,S,P,P_P-S,Доски для афиши были прибиты к ограде маленького театра.,Доски для афиши,были прибиты к ограде маленького театра.,0.23260531,3.980367
312,1.0,40.0,2.0,P,P,P,P_P-P,Задержки из-за наводнений были пугающими из-за отсутствия достоверной информации.,Задержки из-за наводнений,были пугающими из-за отсутствия достоверной информации.,-0.40482777,3.7808564
313,2.0,40.0,2.0,S,S,S,S_S-S,Задержка из-за наводнения была пугающей из-за отсутствия достоверной информации.,Задержка из-за наводнения,была пугающей из-за отсутствия достоверной информации.,4.194088,-0.6730548
314,3.0,40.0,2.0,S,S,P,P_S-S,Задержка из-за наводнения были пугающими из-за отсутствия достоверной информации.,Задержка из-за наводнения,были пугающими из-за отсутствия достоверной информации.,4.194088,-0.6730548
315,4.0,40.0,2.0,S,P,S,S_S-P,Задержка из-за наводнений была пугающей из-за отсутствия достоверной информации.,Задержка из-за наводнений,была пугающей из-за отсутствия достоверной информации.,3.9093184,-0.14151002
316,5.0,40.0,2.0,S,P,P,P_S-P,Задержка из-за наводнений были пугающими из-за отсутствия достоверной информации.,Задержка из-за наводнений,были пугающими из-за отсутствия достоверной информации.,3.9093184,-0.14151002
317,6.0,40.0,2.0,P,S,S,S_P-S,Задержки из-за наводнения была пугающей из-за отсутствия достоверной информации.,Задержки из-за наводнения,была пугающей из-за отсутствия достоверной информации.,-0.33091527,3.2936625
318,7.0,40.0,2.0,P,S,P,P_P-S,Задержки из-за наводнения были пугающими из-за отсутствия достоверной информации.,Задержки из-за наводнения,были пугающими из-за отсутствия достоверной информации.,-0.33091527,3.2936625
319,8.0,40.0,2.0,P,P,S,S_P-P,Задержки из-за наводнений была пугающей из-за отсутствия достоверной информации.,Задержки из-за наводнений,была пугающей из-за отсутствия достоверной информации.,-0.40482777,3.7808564
320,1.0,41.0,2.0,S,S,S,S_S-S,Зал для заседания был громадным по масштабам небольшого городка.,Зал для заседания,был громадным по масштабам небольшого городка.,2.4306188,-3.5214355
321,2.0,41.0,2.0,S,S,P,P_S-S,Зал для заседания были громадными по масштабам небольшого городка.,Зал для заседания,были громадными по масштабам небольшого городка.,2.4306188,-3.5214355
322,3.0,41.0,2.0,S,P,S,S_S-P,Зал для заседаний был громадным по масштабам небольшого городка.,Зал для заседаний,был громадным по масштабам небольшого городка.,2.9086404,-3.1450417
323,4.0,41.0,2.0,S,P,P,P_S-P,Зал для заседаний были громадными по масштабам небольшого городка.,Зал для заседаний,были громадными по масштабам небольшого городка.,2.9086404,-3.1450417
324,5.0,41.0,2.0,P,S,S,S_P-S,Залы для заседания был громадным по масштабам небольшого городка.,Залы для заседания,был громадным по масштабам небольшого городка.,-1.5375509,1.9874518
325,6.0,41.0,2.0,P,S,P,P_P-S,Залы для заседания были громадными по масштабам небольшого городка.,Залы для заседания,были громадными по масштабам небольшого городка.,-1.5375509,1.9874518
326,7.0,41.0,2.0,P,P,S,S_P-P,Залы для заседаний был громадным по масштабам небольшого городка.,Залы для заседаний,был громадным по масштабам небольшого городка.,-1.4250436,2.6245818
327,8.0,41.0,2.0,P,P,P,P_P-P,Залы для заседаний были громадными по масштабам небольшого городка.,Залы для заседаний,были громадными по масштабам небольшого городка.,-1.4250436,2.6245818
328,1.0,42.0,2.0,S,S,P,P_S-S,Запчасть для иномарки были старыми по меркам современного автовладельца.,Запчасть для иномарки,были старыми по меркам современного автовладельца.,-1.205031,-4.696465
329,2.0,42.0,2.0,S,P,S,S_S-P,Запчасть для иномарок была старой по меркам современного автовладельца.,Запчасть для иномарок,была старой по меркам современного автовладельца.,-2.3898163,-4.7081447
330,3.0,42.0,2.0,S,P,P,P_S-P,Запчасть для иномарок были старыми по меркам современного автовладельца.,Запчасть для иномарок,были старыми по меркам современного автовладельца.,-2.3898163,-4.7081447
331,4.0,42.0,2.0,P,S,S,S_P-S,Запчасти для иномарки была старой по меркам современного автовладельца.,Запчасти для иномарки,была старой по меркам современного автовладельца.,-2.426121,-2.4346337
332,5.0,42.0,2.0,P,S,P,P_P-S,Запчасти для иномарки были старыми по меркам современного автовладельца.,Запчасти для иномарки,были старыми по меркам современного автовладельца.,-2.426121,-2.4346337
333,6.0,42.0,2.0,P,P,S,S_P-P,Запчасти для иномарок была старой по меркам современного автовладельца.,Запчасти для иномарок,была старой по меркам современного автовладельца.,-3.0506356,-2.4691978
334,7.0,42.0,2.0,P,P,P,P_P-P,Запчасти для иномарок были старыми по меркам современного автовладельца.,Запчасти для иномарок,были старыми по меркам современного автовладельца.,-3.0506356,-2.4691978
335,8.0,42.0,2.0,S,S,S,S_S-S,Запчасть для иномарки была старой по меркам современного автовладельца.,Запчасть для иномарки,была старой по меркам современного автовладельца.,-1.205031,-4.696465
336,1.0,43.0,2.0,S,P,S,S_S-P,Исключение из правил было выписано на аккуратно свернутую шпаргалку.,Исключение из правил,было выписано на аккуратно свернутую шпаргалку.,0.30778036,-3.5692823
337,2.0,43.0,2.0,S,P,P,P_S-P,Исключение из правил были выписаны на аккуратно свернутую шпаргалку.,Исключение из правил,были выписаны на аккуратно свернутую шпаргалку.,0.30778036,-3.5692823
338,3.0,43.0,2.0,P,S,S,S_P-S,Исключения из правила было выписано на аккуратно свернутую шпаргалку.,Исключения из правила,было выписано на аккуратно свернутую шпаргалку.,-2.9569888,0.3554272
339,4.0,43.0,2.0,P,S,P,P_P-S,Исключения из правила были выписаны на аккуратно свернутую шпаргалку.,Исключения из правила,были выписаны на аккуратно свернутую шпаргалку.,-2.9569888,0.3554272
340,5.0,43.0,2.0,P,P,S,S_P-P,Исключения из правил было выписано на аккуратно свернутую шпаргалку.,Исключения из правил,было выписано на аккуратно свернутую шпаргалку.,-2.9044325,0.76629776
341,6.0,43.0,2.0,P,P,P,P_P-P,Исключения из правил были выписаны на аккуратно свернутую шпаргалку.,Исключения из правил,были выписаны на аккуратно свернутую шпаргалку.,-2.9044325,0.76629776
342,7.0,43.0,2.0,S,S,S,S_S-S,Исключение из правила было выписано на аккуратно свернутую шпаргалку.,Исключение из правила,было выписано на аккуратно свернутую шпаргалку.,0.795657,-3.7108753
343,8.0,43.0,2.0,S,S,P,P_S-S,Исключение из правила были выписаны на аккуратно свернутую шпаргалку.,Исключение из правила,были выписаны на аккуратно свернутую шпаргалку.,0.795657,-3.7108753
344,1.0,44.0,2.0,S,P,P,P_S-P,Истерика из-за оценок были бурными по мнению родителей девочки.,Истерика из-за оценок,были бурными по мнению родителей девочки.,2.8511813,-2.0351007
345,2.0,44.0,2.0,P,S,S,S_P-S,Истерики из-за оценки была бурной по мнению родителей девочки.,Истерики из-за оценки,была бурной по мнению родителей девочки.,-1.1570754,2.0430143
346,3.0,44.0,2.0,P,S,P,P_P-S,Истерики из-за оценки были бурными по мнению родителей девочки.,Истерики из-за оценки,были бурными по мнению родителей девочки.,-1.1570754,2.0430143
347,4.0,44.0,2.0,P,P,S,S_P-P,Истерики из-за оценок была бурной по мнению родителей девочки.,Истерики из-за оценок,была бурной по мнению родителей девочки.,-0.262658,3.2851846
348,5.0,44.0,2.0,P,P,P,P_P-P,Истерики из-за оценок были бурными по мнению родителей девочки.,Истерики из-за оценок,были бурными по мнению родителей девочки.,-0.262658,3.2851846
349,6.0,44.0,2.0,S,S,S,S_S-S,Истерика из-за оценки была бурной по мнению родителей девочки.,Истерика из-за оценки,была бурной по мнению родителей девочки.,2.620136,-3.2263207
350,7.0,44.0,2.0,S,S,P,P_S-S,Истерика из-за оценки были бурными по мнению родителей девочки.,Истерика из-за оценки,были бурными по мнению родителей девочки.,2.620136,-3.2263207
351,8.0,44.0,2.0,S,P,S,S_S-P,Истерика из-за оценок была бурной по мнению родителей девочки.,Истерика из-за оценок,была бурной по мнению родителей девочки.,2.8511813,-2.0351007
352,1.0,45.0,2.0,P,S,S,S_P-S,Камни для ограды был завезен с лучшей итальянской каменоломни.,Камни для ограды,был завезен с лучшей итальянской каменоломни.,-1.7435671,0.8419957
353,2.0,45.0,2.0,P,S,P,P_P-S,Камни для ограды были завезены с лучшей итальянской каменоломни.,Камни для ограды,были завезены с лучшей итальянской каменоломни.,-1.7435671,0.8419957
354,3.0,45.0,2.0,P,P,S,S_P-P,Камни для оград был завезен с лучшей итальянской каменоломни.,Камни для оград,был завезен с лучшей итальянской каменоломни.,-3.1192663,-1.4283493
355,4.0,45.0,2.0,P,P,P,P_P-P,Камни для оград были завезены с лучшей итальянской каменоломни.,Камни для оград,были завезены с лучшей итальянской каменоломни.,-3.1192663,-1.4283493
356,5.0,45.0,2.0,S,S,S,S_S-S,Камень для ограды  был завезен с лучшей итальянской каменоломни.,Камень для ограды,был завезен с лучшей итальянской каменоломни.,2.9229388,-1.9271762
357,6.0,45.0,2.0,S,S,P,P_S-S,Камень для ограды  были завезены с лучшей итальянской каменоломни.,Камень для ограды,были завезены с лучшей итальянской каменоломни.,2.9229388,-1.9271762
358,7.0,45.0,2.0,S,P,S,S_S-P,Камень для оград был завезен с лучшей итальянской каменоломни.,Камень для оград,был завезен с лучшей итальянской каменоломни.,0.8532022,-4.431003
359,8.0,45.0,2.0,S,P,P,P_S-P,Камень для оград были завезены с лучшей итальянской каменоломни.,Камень для оград,были завезены с лучшей итальянской каменоломни.,0.8532022,-4.431003
360,1.0,46.0,2.0,P,S,P,P_P-S,Кирпичи для дачи были привезены со склада бракованной продукции.,Кирпичи для дачи,были привезены со склада бракованной продукции.,-2.6301095,-0.16242737
361,2.0,46.0,2.0,P,P,S,S_P-P,Кирпичи для дач был привезен со склада бракованной продукции.,Кирпичи для дач,был привезен со склада бракованной продукции.,-3.280262,-1.3541679
362,3.0,46.0,2.0,P,P,P,P_P-P,Кирпичи для дач были привезены со склада бракованной продукции.,Кирпичи для дач,были привезены со склада бракованной продукции.,-3.280262,-1.3541679
363,4.0,46.0,2.0,S,S,S,S_S-S,Кирпич для дачи был привезен со склада бракованной продукции.,Кирпич для дачи,был привезен со склада бракованной продукции.,0.8042956,-3.212439
364,5.0,46.0,2.0,S,S,P,P_S-S,Кирпич для дачи были привезены со склада бракованной продукции.,Кирпич для дачи,были привезены со склада бракованной продукции.,0.8042956,-3.212439
365,6.0,46.0,2.0,S,P,S,S_S-P,Кирпич для дач был привезен со склада бракованной продукции.,Кирпич для дач,был привезен со склада бракованной продукции.,0.29001397,-5.6202073
366,7.0,46.0,2.0,S,P,P,P_S-P,Кирпич для дач были привезены со склада бракованной продукции.,Кирпич для дач,были привезены со склада бракованной продукции.,0.29001397,-5.6202073
367,8.0,46.0,2.0,P,S,S,S_P-S,Кирпичи для дачи был привезен со склада бракованной продукции.,Кирпичи для дачи,был привезен со склада бракованной продукции.,-2.6301095,-0.16242737
368,1.0,47.0,2.0,P,P,S,S_P-P,Ключи от шкатулок был ржавым из-за высокой влажности воздуха.,Ключи от шкатулок,был ржавым из-за высокой влажности воздуха.,-1.3662453,3.1211789
369,2.0,47.0,2.0,P,P,P,P_P-P,Ключи от шкатулок были ржавыми из-за высокой влажности воздуха.,Ключи от шкатулок,были ржавыми из-за высокой влажности воздуха.,-1.3662453,3.1211789
370,3.0,47.0,2.0,S,S,S,S_S-S,Ключ от шкатулки был ржавым из-за высокой влажности воздуха.,Ключ от шкатулки,был ржавым из-за высокой влажности воздуха.,2.180869,-1.6854402
371,4.0,47.0,2.0,S,S,P,P_S-S,Ключ от шкатулки были ржавыми из-за высокой влажности воздуха.,Ключ от шкатулки,были ржавыми из-за высокой влажности воздуха.,2.180869,-1.6854402
372,5.0,47.0,2.0,S,P,S,S_S-P,Ключ от шкатулок был ржавым из-за высокой влажности воздуха.,Ключ от шкатулок,был ржавым из-за высокой влажности воздуха.,1.7291383,-1.4142519
373,6.0,47.0,2.0,S,P,P,P_S-P,Ключ от шкатулок были ржавыми из-за высокой влажности воздуха.,Ключ от шкатулок,были ржавыми из-за высокой влажности воздуха.,1.7291383,-1.4142519
374,7.0,47.0,2.0,P,S,S,S_P-S,Ключи от шкатулки был ржавым из-за высокой влажности воздуха.,Ключи от шкатулки,был ржавым из-за высокой влажности воздуха.,-0.44480678,3.3528879
375,8.0,47.0,2.0,P,S,P,P_P-S,Ключи от шкатулки были ржавыми из-за высокой влажности воздуха.,Ключи от шкатулки,были ржавыми из-за высокой влажности воздуха.,-0.44480678,3.3528879
376,1.0,48.0,2.0,P,P,P,P_P-P,Комнаты для вечеринок были просторными из-за малого количества мебели.,Комнаты для вечеринок,были просторными из-за малого количества мебели.,-1.3569168,2.7855039
377,2.0,48.0,2.0,S,S,S,S_S-S,Комната для вечеринки была просторной из-за малого количества мебели.,Комната для вечеринки,была просторной из-за малого количества мебели.,3.0104764,-4.483878
378,3.0,48.0,2.0,S,S,P,P_S-S,Комната для вечеринки были просторными из-за малого количества мебели.,Комната для вечеринки,были просторными из-за малого количества мебели.,3.0104764,-4.483878
379,4.0,48.0,2.0,S,P,S,S_S-P,Комната для вечеринок была просторной из-за малого количества мебели.,Комната для вечеринок,была просторной из-за малого количества мебели.,2.5407972,-3.7243502
380,5.0,48.0,2.0,S,P,P,P_S-P,Комната для вечеринок были просторными из-за малого количества мебели.,Комната для вечеринок,были просторными из-за малого количества мебели.,2.5407972,-3.7243502
381,6.0,48.0,2.0,P,S,S,S_P-S,Комнаты для вечеринки была просторной из-за малого количества мебели.,Комнаты для вечеринки,была просторной из-за малого количества мебели.,0.07884616,2.507549
382,7.0,48.0,2.0,P,S,P,P_P-S,Комнаты для вечеринки были просторными из-за малого количества мебели.,Комнаты для вечеринки,были просторными из-за малого количества мебели.,0.07884616,2.507549
383,8.0,48.0,2.0,P,P,S,S_P-P,Комнаты для вечеринок была просторной из-за малого количества мебели.,Комнаты для вечеринок,была просторной из-за малого количества мебели.,-1.3569168,2.7855039
384,1.0,49.0,2.0,S,S,S,S_S-S,Кондиционер для помещения был неисправен из-за ошибки заводских сборщиков.,Кондиционер для помещения,был неисправен из-за ошибки заводских сборщиков.,0.7970003,-4.926162
385,2.0,49.0,2.0,S,S,P,P_S-S,Кондиционер для помещения были неисправны из-за ошибки заводских сборщиков.,Кондиционер для помещения,были неисправны из-за ошибки заводских сборщиков.,0.7970003,-4.926162
386,3.0,49.0,2.0,S,P,S,S_S-P,Кондиционер для помещений был неисправен из-за ошибки заводских сборщиков.,Кондиционер для помещений,был неисправен из-за ошибки заводских сборщиков.,-0.4303533,-4.582796
387,4.0,49.0,2.0,S,P,P,P_S-P,Кондиционер для помещений были неисправны из-за ошибки заводских сборщиков.,Кондиционер для помещений,были неисправны из-за ошибки заводских сборщиков.,-0.4303533,-4.582796
388,5.0,49.0,2.0,P,S,S,S_P-S,Кондиционеры для помещения был неисправен из-за ошибки заводских сборщиков.,Кондиционеры для помещения,был неисправен из-за ошибки заводских сборщиков.,-2.6592357,-0.37200913
389,6.0,49.0,2.0,P,S,P,P_P-S,Кондиционеры для помещения были неисправны из-за ошибки заводских сборщиков.,Кондиционеры для помещения,были неисправны из-за ошибки заводских сборщиков.,-2.6592357,-0.37200913
390,7.0,49.0,2.0,P,P,S,S_P-P,Кондиционеры для помещений был неисправен из-за ошибки заводских сборщиков.,Кондиционеры для помещений,был неисправен из-за ошибки заводских сборщиков.,-3.1409855,-0.40088323
391,8.0,49.0,2.0,P,P,P,P_P-P,Кондиционеры для помещений были неисправны из-за ошибки заводских сборщиков.,Кондиционеры для помещений,были неисправны из-за ошибки заводских сборщиков.,-3.1409855,-0.40088323
392,1.0,50.0,2.0,S,S,P,P_S-S,Коробка для краски были картонными из-за экологических убеждений производителя.,Коробка для краски,были картонными из-за экологических убеждений производителя.,1.3454493,-3.1507664
393,2.0,50.0,2.0,S,P,S,S_S-P,Коробка для красок была картонной из-за экологических убеждений производителя.,Коробка для красок,была картонной из-за экологических убеждений производителя.,2.2847576,-2.3314066
394,3.0,50.0,2.0,S,P,P,P_S-P,Коробка для красок были картонными из-за экологических убеждений производителя.,Коробка для красок,были картонными из-за экологических убеждений производителя.,2.2847576,-2.3314066
395,4.0,50.0,2.0,P,S,S,S_P-S,Коробки для краски была картонной из-за экологических убеждений производителя.,Коробки для краски,была картонной из-за экологических убеждений производителя.,-1.7273282,2.097079
396,5.0,50.0,2.0,P,S,P,P_P-S,Коробки для краски были картонными из-за экологических убеждений производителя.,Коробки для краски,были картонными из-за экологических убеждений производителя.,-1.7273282,2.097079
397,6.0,50.0,2.0,P,P,S,S_P-P,Коробки для красок была картонной из-за экологических убеждений производителя.,Коробки для красок,была картонной из-за экологических убеждений производителя.,-1.621698,2.5169637
398,7.0,50.0,2.0,P,P,P,P_P-P,Коробки для красок были картонными из-за экологических убеждений производителя.,Коробки для красок,были картонными из-за экологических убеждений производителя.,-1.621698,2.5169637
399,8.0,50.0,2.0,S,S,S,S_S-S,Коробка для краски была картонной из-за экологических убеждений производителя.,Коробка для краски,была картонной из-за экологических убеждений производителя.,1.3454493,-3.1507664
400,1.0,51.0,2.0,S,P,S,S_S-P,Лекарство от болезней было доступным для отдельных категорий граждан.,Лекарство от болезней,было доступным для отдельных категорий граждан.,-0.5954908,-4.1890817
401,2.0,51.0,2.0,S,P,P,P_S-P,Лекарство от болезней были доступными для отдельных категорий граждан.,Лекарство от болезней,были доступными для отдельных категорий граждан.,-0.5954908,-4.1890817
402,3.0,51.0,2.0,P,S,S,S_P-S,Лекарства от болезни было доступным для отдельных категорий граждан.,Лекарства от болезни,было доступным для отдельных категорий граждан.,-2.0637934,-0.60034686
403,4.0,51.0,2.0,P,S,P,P_P-S,Лекарства от болезни были доступными для отдельных категорий граждан.,Лекарства от болезни,были доступными для отдельных категорий граждан.,-2.0637934,-0.60034686
404,5.0,51.0,2.0,P,P,S,S_P-P,Лекарства от болезней было доступным для отдельных категорий граждан.,Лекарства от болезней,было доступным для отдельных категорий граждан.,-3.5367212,-1.1371561
405,6.0,51.0,2.0,P,P,P,P_P-P,Лекарства от болезней были доступными для отдельных категорий граждан.,Лекарства от болезней,были доступными для отдельных категорий граждан.,-3.5367212,-1.1371561
406,7.0,51.0,2.0,S,S,S,S_S-S,Лекарство от болезни было доступным для отдельных категорий граждан.,Лекарство от болезни,было доступным для отдельных категорий граждан.,0.047644116,-3.2649107
407,8.0,51.0,2.0,S,S,P,P_S-S,Лекарство от болезни были доступными для отдельных категорий граждан.,Лекарство от болезни,были доступными для отдельных категорий граждан.,0.047644116,-3.2649107
408,1.0,52.0,2.0,S,P,P,P_S-P,Лимузин для свадеб были белыми с яркими розовыми бантами.,Лимузин для свадеб,были белыми с яркими розовыми бантами.,1.6957592,-3.1201897
409,2.0,52.0,2.0,P,S,S,S_P-S,Лимузины для свадьбы был белым с яркими розовыми бантами.,Лимузины для свадьбы,был белым с яркими розовыми бантами.,-1.9832487,1.103395
410,3.0,52.0,2.0,P,S,P,P_P-S,Лимузины для свадьбы были белыми с яркими розовыми бантами.,Лимузины для свадьбы,были белыми с яркими розовыми бантами.,-1.9832487,1.103395
411,4.0,52.0,2.0,P,P,S,S_P-P,Лимузины для свадеб был белым с яркими розовыми бантами.,Лимузины для свадеб,был белым с яркими розовыми бантами.,-2.3487806,0.671623
412,5.0,52.0,2.0,P,P,P,P_P-P,Лимузины для свадеб были белыми с яркими розовыми бантами.,Лимузины для свадеб,были белыми с яркими розовыми бантами.,-2.3487806,0.671623
413,6.0,52.0,2.0,S,S,S,S_S-S,Лимузин для свадьбы был белым с яркими розовыми бантами.,Лимузин для свадьбы,был белым с яркими розовыми бантами.,2.5258877,-3.041341
414,7.0,52.0,2.0,S,S,P,P_S-S,Лимузин для свадьбы были белыми с яркими розовыми бантами.,Лимузин для свадьбы,были белыми с яркими розовыми бантами.,2.5258877,-3.041341
415,8.0,52.0,2.0,S,P,S,S_S-P,Лимузин для свадеб был белым с яркими розовыми бантами.,Лимузин для свадеб,был белым с яркими розовыми бантами.,1.6957592,-3.1201897
416,1.0,53.0,2.0,P,S,S,S_P-S,Лозунги из листовки был придуман с целью привлечения внимания.,Лозунги из листовки,был придуман с целью привлечения внимания.,-0.7563578,2.3073757
417,2.0,53.0,2.0,P,S,P,P_P-S,Лозунги из листовки были придуманы с целью привлечения внимания.,Лозунги из листовки,были придуманы с целью привлечения внимания.,-0.7563578,2.3073757
418,3.0,53.0,2.0,P,P,S,S_P-P,Лозунги из листовок был придуман с целью привлечения внимания.,Лозунги из листовок,был придуман с целью привлечения внимания.,-1.2890582,2.5703301
419,4.0,53.0,2.0,P,P,P,P_P-P,Лозунги из листовок были придуманы с целью привлечения внимания.,Лозунги из листовок,были придуманы с целью привлечения внимания.,-1.2890582,2.5703301
420,5.0,53.0,2.0,S,S,S,S_S-S,Лозунг из листовки был придуман с целью привлечения внимания.,Лозунг из листовки,был придуман с целью привлечения внимания.,2.745212,-3.222506
421,6.0,53.0,2.0,S,S,P,P_S-S,Лозунг из листовки были придуманы с целью привлечения внимания.,Лозунг из листовки,были придуманы с целью привлечения внимания.,2.745212,-3.222506
422,7.0,53.0,2.0,S,P,S,S_S-P,Лозунг из листовок был придуман с целью привлечения внимания.,Лозунг из листовок,был придуман с целью привлечения внимания.,3.1794071,-2.5502713
423,8.0,53.0,2.0,S,P,P,P_S-P,Лозунг из листовок были придуманы с целью привлечения внимания.,Лозунг из листовок,были придуманы с целью привлечения внимания.,3.1794071,-2.5502713
424,1.0,54.0,2.0,P,S,P,P_P-S,Массовки для съемки были набраны из числа местных студентов.,Массовки для съемки,были набраны из числа местных студентов.,-0.98905873,1.7661202
425,2.0,54.0,2.0,P,P,S,S_P-P,Массовки для съемок была набрана из числа местных студентов.,Массовки для съемок,была набрана из числа местных студентов.,-1.2918004,1.1106275
426,3.0,54.0,2.0,P,P,P,P_P-P,Массовки для съемок были набраны из числа местных студентов.,Массовки для съемок,были набраны из числа местных студентов.,-1.2918004,1.1106275
427,4.0,54.0,2.0,S,S,S,S_S-S,Массовка для съемки была набрана из числа местных студентов.,Массовка для съемки,была набрана из числа местных студентов.,1.6105056,-2.880809
428,5.0,54.0,2.0,S,S,P,P_S-S,Массовка для съемки были набраны из числа местных студентов.,Массовка для съемки,были набраны из числа местных студентов.,1.6105056,-2.880809
429,6.0,54.0,2.0,S,P,S,S_S-P,Массовка для съемок была набрана из числа местных студентов.,Массовка для съемок,была набрана из числа местных студентов.,1.1834688,-3.7314777
430,7.0,54.0,2.0,S,P,P,P_S-P,Массовка для съемок были набраны из числа местных студентов.,Массовка для съемок,были набраны из числа местных студентов.,1.1834688,-3.7314777
431,8.0,54.0,2.0,P,S,S,S_P-S,Массовки для съемки была набрана из числа местных студентов.,Массовки для съемки,была набрана из числа местных студентов.,-0.98905873,1.7661202
432,1.0,55.0,2.0,P,P,S,S_P-P,Материалы для крыш был бракованным из-за нарушения режима хранения.,Материалы для крыш,был бракованным из-за нарушения режима хранения.,-2.6685023,-0.98785913
433,2.0,55.0,2.0,P,P,P,P_P-P,Материалы для крыш были бракованными из-за нарушения режима хранения.,Материалы для крыш,были бракованными из-за нарушения режима хранения.,-2.6685023,-0.98785913
434,3.0,55.0,2.0,S,S,S,S_S-S,Материал для крыши был бракованным из-за нарушения режима хранения.,Материал для крыши,был бракованным из-за нарушения режима хранения.,3.0040648,-2.6015632
435,4.0,55.0,2.0,S,S,P,P_S-S,Материал для крыши были бракованными из-за нарушения режима хранения.,Материал для крыши,были бракованными из-за нарушения режима хранения.,3.0040648,-2.6015632
436,5.0,55.0,2.0,S,P,S,S_S-P,Материал для крыш был бракованным из-за нарушения режима хранения.,Материал для крыш,был бракованным из-за нарушения режима хранения.,1.4248164,-4.200417
437,6.0,55.0,2.0,S,P,P,P_S-P,Материал для крыш были бракованными из-за нарушения режима хранения.,Материал для крыш,были бракованными из-за нарушения режима хранения.,1.4248164,-4.200417
438,7.0,55.0,2.0,P,S,S,S_P-S,Материалы для крыши был бракованным из-за нарушения режима хранения.,Материалы для крыши,был бракованным из-за нарушения режима хранения.,-2.1221597,0.034693673
439,8.0,55.0,2.0,P,S,P,P_P-S,Материалы для крыши были бракованными из-за нарушения режима хранения.,Материалы для крыши,были бракованными из-за нарушения режима хранения.,-2.1221597,0.034693673
440,1.0,56.0,2.0,P,P,P,P_P-P,Моторы для лодок были заказаны с учётом пожеланий рыбаков.,Моторы для лодок,были заказаны с учётом пожеланий рыбаков.,-1.6854658,-0.22421461
441,2.0,56.0,2.0,S,S,S,S_S-S,Мотор для лодки был заказан с учётом пожеланий рыбаков.,Мотор для лодки,был заказан с учётом пожеланий рыбаков.,2.019788,-3.2523923
442,3.0,56.0,2.0,S,S,P,P_S-S,Мотор для лодки были заказаны с учётом пожеланий рыбаков.,Мотор для лодки,были заказаны с учётом пожеланий рыбаков.,2.019788,-3.2523923
443,4.0,56.0,2.0,S,P,S,S_S-P,Мотор для лодок был заказан с учётом пожеланий рыбаков.,Мотор для лодок,был заказан с учётом пожеланий рыбаков.,0.54356027,-3.42036
444,5.0,56.0,2.0,S,P,P,P_S-P,Мотор для лодок были заказаны с учётом пожеланий рыбаков.,Мотор для лодок,были заказаны с учётом пожеланий рыбаков.,0.54356027,-3.42036
445,6.0,56.0,2.0,P,S,S,S_P-S,Моторы для лодки был заказан с учётом пожеланий рыбаков.,Моторы для лодки,был заказан с учётом пожеланий рыбаков.,-0.6109787,1.1047549
446,7.0,56.0,2.0,P,S,P,P_P-S,Моторы для лодки были заказаны с учётом пожеланий рыбаков.,Моторы для лодки,были заказаны с учётом пожеланий рыбаков.,-0.6109787,1.1047549
447,8.0,56.0,2.0,P,P,S,S_P-P,Моторы для лодок был заказан с учётом пожеланий рыбаков.,Моторы для лодок,был заказан с учётом пожеланий рыбаков.,-1.6854658,-0.22421461
448,1.0,57.0,2.0,S,S,S,S_S-S,Мяч для игры был разработан для детских дошкольных учреждений.,Мяч для игры,был разработан для детских дошкольных учреждений.,2.0133533,-2.1911645
449,2.0,57.0,2.0,S,S,P,P_S-S,Мяч для игры были разработаны для детских дошкольных учреждений.,Мяч для игры,были разработаны для детских дошкольных учреждений.,2.0133533,-2.1911645
450,3.0,57.0,2.0,S,P,S,S_S-P,Мяч для игр был разработан для детских дошкольных учреждений.,Мяч для игр,был разработан для детских дошкольных учреждений.,0.72095597,-2.6842284
